"","station_id","timestamp","growth","nitrogen","x","y"
"1","DB1",1-01-14 04:30:00,59.91617785,68.04645503,1,1
"2","DB1",2-01-14 10:30:00,316.1285395,84.65275998,1,1
"3","DB1",0-10-14 21:00:00,-12.45623777,51.976861,1,1
"4","DB1",1-10-15 03:00:00,294.1923132,86.20424084,1,1
"5","DB1",0-11-14 07:30:00,74.46752472,54.84716174,1,1
"6","DB1",1-11-14 13:30:00,243.6617077,73.79526818,1,1
"7","DB1",0-12-14 18:00:00,72.65442176,56.06470915,1,1
"8","DB1",1-12-15,277.9308493,75.42066292,1,1
"9","DB1",1-02-13 15:00:00,96.83476,60.58930535,1,1
"10","DB1",2-02-13 21:00:00,299.5009257,87.7088637,1,1
"11","DB1",1-03-16 01:30:00,115.1664467,63.54055118,1,1
"12","DB1",2-03-16 07:30:00,320.578009,81.31861932,1,1
"13","DB1",1-04-15 12:00:00,153.774397,61.9115024,1,1
"14","DB1",2-04-15 18:00:00,396.0489261,90.32151468,1,1
"15","DB1",1-05-15 22:30:00,101.0443951,65.37017113,1,1
"16","DB1",2-05-16 04:30:00,392.8412726,84.28273815,1,1
"17","DB1",1-06-15 09:00:00,194.776217,69.98822599,1,1
"18","DB1",2-06-15 15:00:00,393.9037763,91.38505426,1,1
"19","DB1",1-07-15 19:30:00,148.76925,70.52826949,1,1
"20","DB1",2-07-16 01:30:00,454.5431951,92.40129157,1,1
"21","DB1",0-08-15,46.9259765,48.42210182,1,1
"22","DB1",1-08-15 06:00:00,173.0083509,62.81710521,1,1
"23","DB1",0-09-14 10:30:00,17.60954427,44.03839764,1,1
"24","DB1",1-09-14 16:30:00,167.8558641,71.90258513,1,1
"25","DB10",1-01-14 04:30:00,310.2309879,60.20685653,10,1
"26","DB10",2-01-14 10:30:00,537.4433755,77.91171854,10,1
"27","DB10",0-10-14 21:00:00,331.5170169,50.4139513,10,1
"28","DB10",1-10-15 03:00:00,505.186561,69.91120291,10,1
"29","DB10",0-11-14 07:30:00,334.6942927,57.33946955,10,1
"30","DB10",1-11-14 13:30:00,551.3851816,89.20672811,10,1
"31","DB10",0-12-14 18:00:00,338.9204903,54.51427562,10,1
"32","DB10",1-12-15,526.4282328,82.87481747,10,1
"33","DB10",1-02-13 15:00:00,420.7762337,68.91932521,10,1
"34","DB10",2-02-13 21:00:00,620.015393,89.83761342,10,1
"35","DB10",1-03-16 01:30:00,387.73238,64.44431582,10,1
"36","DB10",2-03-16 07:30:00,628.8477962,85.7388717,10,1
"37","DB10",1-04-15 12:00:00,423.1797083,56.04685551,10,1
"38","DB10",2-04-15 18:00:00,612.7024949,80.34580538,10,1
"39","DB10",1-05-15 22:30:00,424.4344192,76.1524662,10,1
"40","DB10",2-05-16 04:30:00,704.1073332,92.76972509,10,1
"41","DB10",1-06-15 09:00:00,394.5029577,70.14169599,10,1
"42","DB10",2-06-15 15:00:00,685.1711356,90.43013204,10,1
"43","DB10",1-07-15 19:30:00,406.2078113,66.87280264,10,1
"44","DB10",2-07-16 01:30:00,747.4003648,96.8712883,10,1
"45","DB10",0-08-15,305.0552635,48.46559327,10,1
"46","DB10",1-08-15 06:00:00,455.389117,67.26480216,10,1
"47","DB10",0-09-14 10:30:00,292.7907038,49.02547368,10,1
"48","DB10",1-09-14 16:30:00,498.9142657,79.93176454,10,1
"49","DB100",1-01-14 04:30:00,190.8622883,54.93120369,10,10
"50","DB100",2-01-14 10:30:00,369.3709916,76.29771898,10,10
"51","DB100",0-10-14 21:00:00,116.0800443,38.17189739,10,10
"52","DB100",1-10-15 03:00:00,308.358787,65.35492156,10,10
"53","DB100",0-11-14 07:30:00,131.1858463,41.0812508,10,10
"54","DB100",1-11-14 13:30:00,277.1665133,60.19858424,10,10
"55","DB100",0-12-14 18:00:00,121.6066482,47.31881607,10,10
"56","DB100",1-12-15,343.2450514,67.77569658,10,10
"57","DB100",1-02-13 15:00:00,174.9069051,53.20954335,10,10
"58","DB100",2-02-13 21:00:00,369.8598625,67.47661356,10,10
"59","DB100",1-03-16 01:30:00,183.7189705,50.18943623,10,10
"60","DB100",2-03-16 07:30:00,423.2123932,72.42682157,10,10
"61","DB100",1-04-15 12:00:00,187.2911388,53.25095188,10,10
"62","DB100",2-04-15 18:00:00,413.5353267,79.89700643,10,10
"63","DB100",1-05-15 22:30:00,204.2333059,56.26696709,10,10
"64","DB100",2-05-16 04:30:00,422.2599502,73.02199106,10,10
"65","DB100",1-06-15 09:00:00,263.389223,67.50693965,10,10
"66","DB100",2-06-15 15:00:00,479.3889735,79.21485467,10,10
"67","DB100",1-07-15 19:30:00,243.2908855,62.4150633,10,10
"68","DB100",2-07-16 01:30:00,423.007809,76.01721212,10,10
"69","DB100",0-08-15,119.6541671,39.53851663,10,10
"70","DB100",1-08-15 06:00:00,267.5275899,62.40815515,10,10
"71","DB100",0-09-14 10:30:00,115.1486571,34.55339058,10,10
"72","DB100",1-09-14 16:30:00,291.2092338,63.21367788,10,10
"73","DB11",1-01-14 04:30:00,12.33043412,37.89760577,1,2
"74","DB11",2-01-14 10:30:00,232.9528186,67.30874489,1,2
"75","DB11",0-10-14 21:00:00,32.66372211,35.85719029,1,2
"76","DB11",1-10-15 03:00:00,159.7941062,53.25147351,1,2
"77","DB11",0-11-14 07:30:00,48.71559244,42.10273096,1,2
"78","DB11",1-11-14 13:30:00,188.6766389,66.46230295,1,2
"79","DB11",0-12-14 18:00:00,18.89207121,46.96903266,1,2
"80","DB11",1-12-15,188.3919717,59.14304679,1,2
"81","DB11",1-02-13 15:00:00,25.66568179,46.25538331,1,2
"82","DB11",2-02-13 21:00:00,247.3427453,69.91540898,1,2
"83","DB11",1-03-16 01:30:00,60.02388392,44.34871747,1,2
"84","DB11",2-03-16 07:30:00,281.5480148,74.77980398,1,2
"85","DB11",1-04-15 12:00:00,35.19449613,50.74080761,1,2
"86","DB11",2-04-15 18:00:00,313.8296514,82.49300087,1,2
"87","DB11",1-05-15 22:30:00,137.4240197,53.89036093,1,2
"88","DB11",2-05-16 04:30:00,366.2702743,84.55662552,1,2
"89","DB11",1-06-15 09:00:00,142.0381296,58.75866776,1,2
"90","DB11",2-06-15 15:00:00,411.9852701,89.41066819,1,2
"91","DB11",1-07-15 19:30:00,172.3852874,64.22281112,1,2
"92","DB11",2-07-16 01:30:00,340.8067262,81.89861203,1,2
"93","DB11",0-08-15,6.693661334,32.67873965,1,2
"94","DB11",1-08-15 06:00:00,168.1290549,57.32968914,1,2
"95","DB11",0-09-14 10:30:00,30.0783505,37.36483229,1,2
"96","DB11",1-09-14 16:30:00,141.4817479,59.79118656,1,2
"97","DB12",1-01-14 04:30:00,115.9824061,103.7156063,2,2
"98","DB12",2-01-14 10:30:00,418.9084666,121.0983468,2,2
"99","DB12",0-10-14 21:00:00,57.25716124,92.49401112,2,2
"100","DB12",1-10-15 03:00:00,394.0523521,118.4792674,2,2
"101","DB12",0-11-14 07:30:00,132.5753657,97.81943522,2,2
"102","DB12",1-11-14 13:30:00,446.440513,128.0548742,2,2
"103","DB12",0-12-14 18:00:00,92.95838812,105.9381152,2,2
"104","DB12",1-12-15,483.4591632,133.0179005,2,2
"105","DB12",1-02-13 15:00:00,195.7562325,102.1448658,2,2
"106","DB12",2-02-13 21:00:00,466.3033435,123.8853133,2,2
"107","DB12",1-03-16 01:30:00,182.2948007,107.6189969,2,2
"108","DB12",2-03-16 07:30:00,498.9905793,121.5119275,2,2
"109","DB12",1-04-15 12:00:00,225.1734232,112.9466375,2,2
"110","DB12",2-04-15 18:00:00,570.2570864,132.2697951,2,2
"111","DB12",1-05-15 22:30:00,246.8724278,115.9228126,2,2
"112","DB12",2-05-16 04:30:00,635.8686376,138.1201242,2,2
"113","DB12",1-06-15 09:00:00,286.9115642,118.1281806,2,2
"114","DB12",2-06-15 15:00:00,626.8500711,143.0123055,2,2
"115","DB12",1-07-15 19:30:00,323.6473048,116.4013732,2,2
"116","DB12",2-07-16 01:30:00,625.7362932,134.6513297,2,2
"117","DB12",0-08-15,48.70980363,96.63787361,2,2
"118","DB12",1-08-15 06:00:00,354.7579815,120.7351731,2,2
"119","DB12",0-09-14 10:30:00,49.34516324,92.66432154,2,2
"120","DB12",1-09-14 16:30:00,398.8376988,126.0187752,2,2
"121","DB13",1-01-14 04:30:00,139.2359842,96.91412001,3,2
"122","DB13",2-01-14 10:30:00,499.0340052,125.6959155,3,2
"123","DB13",0-10-14 21:00:00,107.0821034,89.05627379,3,2
"124","DB13",1-10-15 03:00:00,398.3123127,112.8906071,3,2
"125","DB13",0-11-14 07:30:00,143.6099735,90.21740899,3,2
"126","DB13",1-11-14 13:30:00,372.8877483,115.7037962,3,2
"127","DB13",0-12-14 18:00:00,136.0298543,93.57250759,3,2
"128","DB13",1-12-15,417.1302639,121.088065,3,2
"129","DB13",1-02-13 15:00:00,164.0959801,96.15067108,3,2
"130","DB13",2-02-13 21:00:00,512.59174,121.0190862,3,2
"131","DB13",1-03-16 01:30:00,202.3267739,89.95722186,3,2
"132","DB13",2-03-16 07:30:00,610.2582297,130.431419,3,2
"133","DB13",1-04-15 12:00:00,213.016658,91.16782449,3,2
"134","DB13",2-04-15 18:00:00,596.7976936,133.2604406,3,2
"135","DB13",1-05-15 22:30:00,227.1327412,102.1209143,3,2
"136","DB13",2-05-16 04:30:00,586.8733515,128.2244822,3,2
"137","DB13",1-06-15 09:00:00,242.2912996,97.42431984,3,2
"138","DB13",2-06-15 15:00:00,625.6534996,127.8362025,3,2
"139","DB13",1-07-15 19:30:00,276.7366119,111.3316803,3,2
"140","DB13",2-07-16 01:30:00,638.1217041,128.7320886,3,2
"141","DB13",0-08-15,54.76457636,80.29416004,3,2
"142","DB13",1-08-15 06:00:00,320.8978139,113.607082,3,2
"143","DB13",0-09-14 10:30:00,82.89393338,90.12414971,3,2
"144","DB13",1-09-14 16:30:00,400.1796505,117.6943603,3,2
"145","DB14",1-01-14 04:30:00,186.3926278,73.11734675,4,2
"146","DB14",2-01-14 10:30:00,524.2143762,114.3026267,4,2
"147","DB14",0-10-14 21:00:00,110.3886907,69.69255534,4,2
"148","DB14",1-10-15 03:00:00,306.9183318,88.54397665,4,2
"149","DB14",0-11-14 07:30:00,151.6242526,69.51731716,4,2
"150","DB14",1-11-14 13:30:00,367.6898759,97.3036181,4,2
"151","DB14",0-12-14 18:00:00,106.2454806,70.05115919,4,2
"152","DB14",1-12-15,433.3241428,99.54539773,4,2
"153","DB14",1-02-13 15:00:00,130.6407829,70.66458512,4,2
"154","DB14",2-02-13 21:00:00,467.487592,97.95649683,4,2
"155","DB14",1-03-16 01:30:00,215.2842636,76.71284007,4,2
"156","DB14",2-03-16 07:30:00,478.3339865,99.33010623,4,2
"157","DB14",1-04-15 12:00:00,213.8511696,80.29481734,4,2
"158","DB14",2-04-15 18:00:00,554.1744012,109.9686616,4,2
"159","DB14",1-05-15 22:30:00,220.1466916,80.370597,4,2
"160","DB14",2-05-16 04:30:00,489.4769841,98.85889994,4,2
"161","DB14",1-06-15 09:00:00,236.7944973,78.30406519,4,2
"162","DB14",2-06-15 15:00:00,569.4189428,112.3588624,4,2
"163","DB14",1-07-15 19:30:00,250.0887806,82.34893358,4,2
"164","DB14",2-07-16 01:30:00,618.60722,114.172622,4,2
"165","DB14",0-08-15,78.81327185,66.31700872,4,2
"166","DB14",1-08-15 06:00:00,297.8295623,84.28416723,4,2
"167","DB14",0-09-14 10:30:00,98.73124796,76.57714288,4,2
"168","DB14",1-09-14 16:30:00,306.984195,87.53713116,4,2
"169","DB15",1-01-14 04:30:00,126.9533238,27.7039058,5,2
"170","DB15",2-01-14 10:30:00,315.1722755,53.32849836,5,2
"171","DB15",0-10-14 21:00:00,140.6102503,11.35274848,5,2
"172","DB15",1-10-15 03:00:00,273.0829683,40.92795197,5,2
"173","DB15",0-11-14 07:30:00,130.9223516,27.74051997,5,2
"174","DB15",1-11-14 13:30:00,258.368241,49.85966482,5,2
"175","DB15",0-12-14 18:00:00,101.2235217,28.93372149,5,2
"176","DB15",1-12-15,313.6303802,50.44522764,5,2
"177","DB15",1-02-13 15:00:00,129.742334,34.11298108,5,2
"178","DB15",2-02-13 21:00:00,330.0465209,49.48010161,5,2
"179","DB15",1-03-16 01:30:00,178.3071144,36.4994631,5,2
"180","DB15",2-03-16 07:30:00,308.8390598,52.97536502,5,2
"181","DB15",1-04-15 12:00:00,234.807477,38.57845949,5,2
"182","DB15",2-04-15 18:00:00,325.5843164,50.17559715,5,2
"183","DB15",1-05-15 22:30:00,228.5368701,40.15683414,5,2
"184","DB15",2-05-16 04:30:00,334.4091224,55.25228667,5,2
"185","DB15",1-06-15 09:00:00,179.0034041,38.51394521,5,2
"186","DB15",2-06-15 15:00:00,375.1249436,58.44164365,5,2
"187","DB15",1-07-15 19:30:00,248.159613,42.93763397,5,2
"188","DB15",2-07-16 01:30:00,421.5167737,66.6612097,5,2
"189","DB15",0-08-15,135.0784295,18.14001863,5,2
"190","DB15",1-08-15 06:00:00,226.9465775,35.87723676,5,2
"191","DB15",0-09-14 10:30:00,137.1184403,21.69340034,5,2
"192","DB15",1-09-14 16:30:00,213.5418324,42.31500752,5,2
"193","DB16",1-01-14 04:30:00,182.4794531,75.76900566,6,2
"194","DB16",2-01-14 10:30:00,463.0317459,99.95989432,6,2
"195","DB16",0-10-14 21:00:00,198.0981353,75.62453681,6,2
"196","DB16",1-10-15 03:00:00,334.5277646,81.10925566,6,2
"197","DB16",0-11-14 07:30:00,168.5900955,69.08080367,6,2
"198","DB16",1-11-14 13:30:00,448.3737381,95.2916404,6,2
"199","DB16",0-12-14 18:00:00,215.2985918,77.13659817,6,2
"200","DB16",1-12-15,468.0633325,100.4276881,6,2
"201","DB16",1-02-13 15:00:00,270.6998862,74.91394848,6,2
"202","DB16",2-02-13 21:00:00,500.4728693,100.1601375,6,2
"203","DB16",1-03-16 01:30:00,219.346359,75.00398229,6,2
"204","DB16",2-03-16 07:30:00,573.9169821,103.4496017,6,2
"205","DB16",1-04-15 12:00:00,246.2375132,78.43931513,6,2
"206","DB16",2-04-15 18:00:00,587.9498365,105.0712986,6,2
"207","DB16",1-05-15 22:30:00,288.599115,83.62279078,6,2
"208","DB16",2-05-16 04:30:00,623.6190871,103.8693592,6,2
"209","DB16",1-06-15 09:00:00,336.8603169,89.97970857,6,2
"210","DB16",2-06-15 15:00:00,654.4525219,113.9449089,6,2
"211","DB16",1-07-15 19:30:00,362.0334739,85.66498967,6,2
"212","DB16",2-07-16 01:30:00,697.7619177,109.8448297,6,2
"213","DB16",0-08-15,175.7458149,55.23879854,6,2
"214","DB16",1-08-15 06:00:00,369.8152333,92.67616045,6,2
"215","DB16",0-09-14 10:30:00,175.2811296,73.88517659,6,2
"216","DB16",1-09-14 16:30:00,389.710358,89.05672691,6,2
"217","DB17",1-01-14 04:30:00,298.7345115,72.03714978,7,2
"218","DB17",2-01-14 10:30:00,510.0009163,94.83568968,7,2
"219","DB17",0-10-14 21:00:00,202.2822367,51.75283256,7,2
"220","DB17",1-10-15 03:00:00,416.8445738,83.2879647,7,2
"221","DB17",0-11-14 07:30:00,200.4051714,62.85002641,7,2
"222","DB17",1-11-14 13:30:00,348.466667,71.49618027,7,2
"223","DB17",0-12-14 18:00:00,239.1342924,59.51094165,7,2
"224","DB17",1-12-15,422.191283,76.81276575,7,2
"225","DB17",1-02-13 15:00:00,247.0174684,57.24801952,7,2
"226","DB17",2-02-13 21:00:00,530.9877694,94.99727533,7,2
"227","DB17",1-03-16 01:30:00,293.6291336,70.31561334,7,2
"228","DB17",2-03-16 07:30:00,511.0461384,97.26371146,7,2
"229","DB17",1-04-15 12:00:00,296.0507909,65.59758698,7,2
"230","DB17",2-04-15 18:00:00,550.8616085,92.94375733,7,2
"231","DB17",1-05-15 22:30:00,295.5689148,71.79451186,7,2
